variable_name,source_file,source_module,line,declared_type,attributes,dimensions,is_parameter,target_file,target_module,target_module_purpose,proposed_rename,referenced_by_n_files,referenced_by,possibly_referenced_by_n_files,possibly_referenced_by,documentation
flag_runtime_reduction_errors,src/core/sglobal.f90,sglobal,170,LOGICAL,,,False,src/core/runtime_flags.f90,runtime_flags,Timestep-reduction requests written by error reporting and read by timestep control.,,1,src/util/mod_error.f90,1,src/driver/rest.f90,Latest `ERROR` call requested timestep reduction for error 1024 or 1030.
flag_runtime_reduction_e1060,src/core/sglobal.f90,sglobal,171,LOGICAL,,,False,src/core/runtime_flags.f90,runtime_flags,Timestep-reduction requests written by error reporting and read by timestep control.,,1,src/util/mod_error.f90,1,src/driver/rest.f90,Latest `ERROR` call requested the separate timestep reduction for error 1060.
error_mode,src/core/sglobal.f90,sglobal,176,LOGICAL,,,False,src/core/run_context.f90,run_context,"Selected rundata paths, catchment name and command-line run options.",,2,src/driver/getdirqq.f90;src/util/mod_error.f90,0,,State of command-line option `-error`; suppresses the interactive wait in [[mod_error:ERR_STOP]].
marker999,src/core/sglobal.f90,sglobal,181,REAL(KIND=R8P),PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,0,,1,src/util/utilsmod.f90,End-of-input time sentinel returned by `FINPUT` and `HINPUT` [h].
imarker,src/core/sglobal.f90,sglobal,182,INTEGER(KIND=I_P),PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,1,src/util/tolerance_testing.f90,0,,Truncated sentinel used internally by `eqmarker`.
izero,src/core/sglobal.f90,sglobal,183,INTEGER(KIND=I_P),PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,0,,1,src/frame/FRmod.f90,Integer zero constant.
ione,src/core/sglobal.f90,sglobal,184,INTEGER(KIND=I_P),PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,0,,0,,Integer one constant.
izero1,src/core/sglobal.f90,sglobal,185,INTEGER(KIND=I_P),"PARAMETER, DIMENSION(1)",(1),True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,0,,2,src/overland_channel/OCmod.f90;src/sediment/SYmod.f90,One-element integer-zero vector for checker calls.
ione1,src/core/sglobal.f90,sglobal,186,INTEGER(KIND=I_P),"PARAMETER, DIMENSION(1)",(1),True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,0,,2,src/overland_channel/OCmod.f90;src/sediment/SYmod.f90,One-element integer-one vector for checker calls.
zero,src/core/sglobal.f90,sglobal,187,REAL(KIND=R8P),PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,2,src/contaminant/CMmod.f90;src/util/tolerance_testing.f90,12,src/Shetran.f90;src/driver/rest.f90;src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90;src/overland_channel/OCmod2.f90;src/sediment/SYmod.f90;src/snow/SMmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90,`R8P` zero constant.
half,src/core/sglobal.f90,sglobal,188,REAL(KIND=R8P),PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,1,src/contaminant/CMmod.f90,5,src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/overland_channel/OCmod2.f90;src/sediment/SYmod.f90;src/subsurface/VSmod.f90,`R8P` one-half constant.
one,src/core/sglobal.f90,sglobal,189,REAL(KIND=R8P),PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,2,src/contaminant/CMmod.f90;src/util/tolerance_testing.f90,9,src/driver/rest.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/overland_channel/OCmod2.f90;src/sediment/SYmod.f90;src/snow/SMmod.f90;src/subsurface/VSmod.f90;src/util/utilsmod.f90,`R8P` one constant.
two,src/core/sglobal.f90,sglobal,190,REAL(KIND=R8P),PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,1,src/contaminant/CMmod.f90,5,src/frame/FRmod.f90;src/sediment/SYmod.f90;src/snow/SMmod.f90;src/subsurface/VSmod.f90;src/util/mod_load_filedata.f90,`R8P` two constant.
three,src/core/sglobal.f90,sglobal,191,REAL(KIND=R8P),PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,0,,2,src/snow/SMmod.f90;src/subsurface/VSmod.f90,`R8P` three constant.
five,src/core/sglobal.f90,sglobal,192,REAL(KIND=R8P),PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,0,,1,src/snow/SMmod.f90,`R8P` five constant.
vsmall,src/core/sglobal.f90,sglobal,193,REAL(KIND=R8P),PARAMETER,,True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,1,src/util/tolerance_testing.f90,0,,Strict absolute tolerance used by zero/one comparison helpers.
zero1,src/core/sglobal.f90,sglobal,194,REAL(KIND=R8P),"PARAMETER, DIMENSION(1)",(1),True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,0,,4,src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/sediment/SYmod.f90,One-element `R8P` zero vector for checker calls.
one1,src/core/sglobal.f90,sglobal,195,REAL(KIND=R8P),"PARAMETER, DIMENSION(1)",(1),True,src/core/mod_parameters.f90,mod_parameters,"Numeric kinds, buffer lengths, sentinels, mathematical and physical constants.",,0,,1,src/sediment/SYmod.f90,One-element `R8P` one vector for checker calls.
EARRAY,src/core/sglobal.f90,sglobal,200,REAL(KIND=R8P),,(1),False,src/core/legacy_retained.f90,legacy_retained,Retained state documented as having no current producer or consumer.,,1,src/util/mod_error.f90,0,,Numeric context read for errors 1003/1024; no current producer initializes it.
text32,src/core/sglobal.f90,sglobal,201,CHARACTER(32),,,False,src/core/legacy_retained.f90,legacy_retained,Retained state documented as having no current producer or consumer.,,0,,0,,Inactive retained shared text workspace; no current consumer.
SFB,src/core/state/AL_C.F90,AL_C,72,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/driver/run_sim.f90,0,,Placeholder for the unimplemented sediment flow-boundary stream.
SRB,src/core/state/AL_C.F90,AL_C,73,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/driver/run_sim.f90,0,,Placeholder for the unimplemented sediment rating/boundary stream.
VSD,src/core/state/AL_C.F90,AL_C,74,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,0,,Variably saturated subsurface data input unit.
SYD,src/core/state/AL_C.F90,AL_C,75,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,3,src/driver/run_sim.f90;src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,0,,Sediment data input unit.
CMD,src/core/state/AL_C.F90,AL_C,76,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,2,src/frame/FRmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90,Contaminant data input unit.
SPR,src/core/state/AL_C.F90,AL_C,77,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,2,src/driver/run_sim.f90;src/frame/FRmod.f90,0,,Formatted sediment diagnostic/output unit.
CMP,src/core/state/AL_C.F90,AL_C,78,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,2,src/driver/run_sim.f90;src/frame/FRmod.f90,0,,Formatted contaminant diagnostic/output unit (called `CPR` in the manual).
BUG,src/core/state/AL_C.F90,AL_C,79,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/frame/FRmod.f90,0,,Developer debug-output unit.
VSI,src/core/state/AL_C.F90,AL_C,80,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,0,,VSS initial-condition input unit.
WLD,src/core/state/AL_C.F90,AL_C,81,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,0,,Time-varying well-abstraction input unit.
LFB,src/core/state/AL_C.F90,AL_C,82,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,0,,Time-varying lateral subsurface-flow boundary unit.
LHB,src/core/state/AL_C.F90,AL_C,83,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,0,,Time-varying lateral subsurface-head boundary unit.
LGB,src/core/state/AL_C.F90,AL_C,84,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,0,,Time-varying lateral head-gradient boundary unit.
BFB,src/core/state/AL_C.F90,AL_C,85,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,0,,Time-varying aquifer-base flow boundary unit.
BHB,src/core/state/AL_C.F90,AL_C,86,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,0,,Time-varying aquifer-base head boundary unit.
CMT,src/core/state/AL_C.F90,AL_C,87,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/frame/FRmod.f90,0,,First contaminant-migration boundary input unit.
CMB,src/core/state/AL_C.F90,AL_C,88,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/frame/FRmod.f90,0,,Second contaminant-migration boundary input unit.
MND,src/core/state/AL_C.F90,AL_C,89,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Nitrogen and carbon data input unit.
MNFC,src/core/state/AL_C.F90,AL_C,90,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,External carbon-input unit.
MNFN,src/core/state/AL_C.F90,AL_C,91,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,External nitrogen-input unit.
MNPL,src/core/state/AL_C.F90,AL_C,92,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Nitrate plant-uptake input unit.
MNPR,src/core/state/AL_C.F90,AL_C,93,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Formatted nitrate diagnostic/output unit.
MNOUT1,src/core/state/AL_C.F90,AL_C,94,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Nitrate carbon extra-output unit.
MNOUT2,src/core/state/AL_C.F90,AL_C,95,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Nitrate nitrogen extra-output unit.
MNOUTPL,src/core/state/AL_C.F90,AL_C,96,INTEGER,PARAMETER,,True,src/core/file_units.f90,file_units,Central table of every Fortran unit number; keeps uniqueness checkable in one place.,,1,src/frame/FRmod.f90,1,src/contaminant/CMmod.f90,Nitrate plant-output unit.
TIH,src/core/state/AL_C.F90,AL_C,98,DOUBLEPRECISION,,,False,src/core/simulation_clock.f90,simulation_clock,"Simulation time, timestep number and the coupled ET/VSS step lengths.",,5,src/driver/rest.f90;src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90,1,src/contaminant/CMmod.f90,Simulation start as an absolute hour count returned by `HOUR_FROM_DATE` (h).
NBFACE,src/core/state/AL_C.F90,AL_C,101,INTEGER,DIMENSION(NELEE),(NELEE),False,src/core/element_geometry.f90,element_geometry,"Element counts, plan dimensions, areas, ground elevation and processing order.",,4,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90,0,,External boundary-face number by boundary element; zero otherwise.
NLYR,src/core/state/AL_C.F90,AL_C,102,INTEGER,DIMENSION(NELEE),(NELEE),False,src/subsurface/vs_state.f90,vs_state,"Pressure head, water content and the subsurface flux fields.",,4,src/driver/run_sim.f90;src/frame/FRmod.f90;src/subsurface/VSmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90,Number of defined soil/lithology layers by element.
NVC,src/core/state/AL_C.F90,AL_C,103,INTEGER,DIMENSION(NELEE),(NELEE),False,src/evapotranspiration/et_state.f90,et_state,"Canopy, vegetation and evaporation state shared with other components.",,6,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/snow/SMmod.f90;src/subsurface/VSmod.f90;src/visualisation/visualisation_interface_left.f90,1,src/contaminant/CMmod.f90,Vegetation-category number by element.
NWELBT,src/core/state/AL_C.F90,AL_C,104,INTEGER,DIMENSION(NELEE),(NELEE),False,src/subsurface/vs_state.f90,vs_state,"Pressure head, water content and the subsurface flux fields.",,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,1,src/contaminant/CMmod.f90,Bottom VSS cell of the well screen by well element.
NWELTP,src/core/state/AL_C.F90,AL_C,105,INTEGER,DIMENSION(NELEE),(NELEE),False,src/subsurface/vs_state.f90,vs_state,"Pressure head, water content and the subsurface flux fields.",,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,1,src/contaminant/CMmod.f90,Top VSS cell of the well screen by well element.
NVSWLT,src/core/state/AL_C.F90,AL_C,106,INTEGER,DIMENSION(NELEE),(NELEE),False,src/subsurface/vs_state.f90,vs_state,"Pressure head, water content and the subsurface flux fields.",,4,src/driver/run_sim.f90;src/evapotranspiration/ETmod.f90;src/frame/FRmod.f90;src/subsurface/VSmod.f90,1,src/contaminant/CMmod.f90,Irrigating well element keyed by its target element; zero means no target mapping.
NVSSPC,src/core/state/AL_C.F90,AL_C,107,INTEGER,DIMENSION(NELEE),(NELEE),False,src/subsurface/vs_state.f90,vs_state,"Pressure head, water content and the subsurface flux fields.",,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,0,,VSS cell containing a spring source by source element.
NVSSPT,src/core/state/AL_C.F90,AL_C,108,INTEGER,DIMENSION(NELEE),(NELEE),False,src/subsurface/vs_state.f90,vs_state,"Pressure head, water content and the subsurface flux fields.",,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,0,,Spring source element keyed by its target element; zero means no target mapping.
NVSWLI,src/core/state/AL_C.F90,AL_C,109,INTEGER,DIMENSION(NELEE),(NELEE),False,src/subsurface/vs_state.f90,vs_state,"Pressure head, water content and the subsurface flux fields.",,2,src/frame/FRmod.f90;src/subsurface/VSmod.f90,1,src/contaminant/CMmod.f90,Well-record number keyed by the element containing the well; zero means no well.
DHF,src/core/state/AL_C.F90,AL_C,110,DOUBLEPRECISION,"DIMENSION(NELEE, 4)","(NELEE, 4)",False,src/core/element_geometry.f90,element_geometry,"Element counts, plan dimensions, areas, ground elevation and processing order.",,5,src/driver/run_sim.f90;src/frame/FRmod.f90;src/overland_channel/OCQDQMOD.F90;src/overland_channel/OCmod.f90;src/subsurface/VSmod.f90,0,,Distance from an element node/centroid to each face (m).
